vaalipiiri;id;puolue;sukupuoli;toimin tällä hetkellä kansanedustajana;valittu;koulutus;vuositulot;suomessa on liian helppo elää sosiaaliturvan varassa;kaupan ja muiden liikkeiden aukioloajat on vapautettava;suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason;työntekijälle on turvattava lailla minimityöaika;ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää;euron ulkopuolella suomi pärjäisi paremmin;ruoan verotusta on varaa kiristää;valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja;lapsilisiä on korotettava ja laitettava verolle;suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin;nato-jäsenyys vahvistaisi suomen turvallisuuspoliittista asemaa;suomeen tarvitaan enemmän poliiseja;maahanmuuttoa suomeen on rajoitettava terrorismin uhan vuoksi;venäjän etupiiripolitiikka on uhka suomelle;verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja;suomen on osallistuttava isisin vastaiseen taisteluun kouluttamalla irakin hallituksen joukkoja;parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan;terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina;viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin;vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä;kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto;ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle;geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle;suomen pitää ottaa suurempi vastuu eu:n alueelle tulevista turvapaikanhakijoista;on aika luopua ajatuksesta, että koko suomi on pidettävä asuttuna;peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen
03;4478;5;0;0;0;1;0;4;5;5;5;1;5;1;5;1;2;1;5;4;4;4;1;5;5;2;1;3;1;1;1;1;2
03;5669;9;1;0;0;1;0;2;5;5;1;5;1;2;5;1;2;5;2;1;4;2;4;4;1;2;4;5;4;5;4;5;1
02;5655;9;0;1;0;1;1;4;4;2;2;4;2;1;5;2;2;4;4;2;4;5;4;2;2;2;2;4;2;2;2;4;2
09;5125;5;1;0;0;1;0;2;5;4;2;4;2;2;4;2;4;4;4;2;5;4;1;2;4;5;2;5;2;1;1;1;1
02;6216;6;1;0;0;1;0;5;5;2;4;5;1;2;5;2;5;5;4;1;4;5;2;1;4;4;5;5;1;5;2;1;1
06;4698;7;1;0;0;1;0;2;2;4;4;4;2;2;4;4;3;1;4;2;4;4;2;4;4;4;3;4;3;4;4;2;1
04;5660;9;0;0;0;1;0;2;4;2;2;4;1;1;2;2;2;4;5;2;4;4;4;2;4;5;2;5;2;2;2;1;4
09;4579;3;0;0;0;0;0;1;5;5;1;4;1;1;2;2;2;1;4;1;4;2;4;5;4;5;3;5;5;2;4;2;2
01;6217;4;1;0;0;0;0;4;4;5;5;1;5;1;5;4;5;1;5;4;1;4;1;1;5;4;1;5;4;1;1;1;5
02;4195;3;0;0;0;1;0;2;4;5;4;2;2;1;2;4;1;2;4;1;4;1;4;4;4;4;4;4;5;2;5;4;2
06;4367;1;1;0;0;0;0;2;4;5;5;1;4;1;2;4;2;1;2;2;2;2;2;5;5;4;2;5;4;2;2;2;5
11;5289;1;1;0;0;0;0;1;2;4;5;1;3;1;1;4;1;1;5;2;2;2;2;4;5;4;2;5;2;2;4;1;5
07;6340;4;1;0;0;0;0;1;5;5;5;3;5;1;1;3;1;1;2;4;1;1;1;3;5;2;1;3;3;1;1;3;4
09;4513;6;1;0;0;1;0;2;2;5;5;1;2;1;2;2;1;5;5;2;5;5;2;2;5;5;1;5;2;2;4;2;2
03;4759;0;0;0;0;0;0;1;2;4;5;1;5;1;1;2;1;1;4;1;1;2;1;1;5;2;1;1;5;1;4;1;5
02;5899;7;1;0;0;0;1;4;2;4;2;4;4;2;2;4;2;4;2;2;5;4;4;4;2;4;2;4;4;2;2;2;2
12;6107;3;1;0;0;0;0;2;2;5;5;2;2;2;4;4;2;2;2;4;2;2;3;4;4;4;2;3;4;2;4;1;5
02;5009;7;1;0;0;0;0;4;4;3;2;4;2;1;4;2;2;1;4;2;3;2;4;4;5;4;2;4;4;2;2;2;4
02;5640;7;0;0;0;1;0;4;4;4;1;4;2;1;2;2;1;2;2;1;2;4;1;1;2;5;4;5;2;2;4;1;2
05;4922;0;0;0;0;1;0;1;2;1;4;1;1;1;2;1;1;1;2;1;4;4;1;1;5;4;2;1;2;1;4;1;5
11;4190;6;1;0;0;1;0;1;3;5;4;2;1;1;1;1;1;2;5;2;5;4;4;2;5;2;2;5;5;2;3;2;1
11;4598;7;1;0;0;0;0;4;5;4;2;3;2;1;5;1;2;2;4;3;4;3;1;3;4;3;1;4;2;2;1;1;4
02;5470;7;0;0;0;1;0;4;5;5;3;4;2;1;4;3;4;2;4;3;5;3;3;3;2;5;3;4;5;1;2;2;2
02;4918;5;1;0;0;0;0;5;5;4;4;4;4;1;5;4;4;2;5;5;4;4;2;5;4;5;2;5;2;1;1;1;5
02;5917;6;0;0;0;1;0;2;2;2;4;2;2;1;2;4;2;2;4;2;4;4;4;1;2;5;2;4;4;1;4;1;4
06;5728;7;0;0;0;1;0;4;4;5;2;2;2;2;4;2;4;1;4;1;2;2;2;1;2;4;2;4;4;2;2;1;4
06;5032;5;1;0;0;0;0;2;2;4;5;1;4;1;2;2;1;2;5;4;4;4;4;2;5;4;1;2;1;4;1;1;2
02;5904;0;1;0;0;0;0;1;5;5;1;3;5;1;5;2;1;2;1;4;4;1;3;5;2;3;1;3;2;5;1;3;3
13;5233;3;1;0;0;0;0;2;5;5;2;4;1;1;2;2;2;4;4;1;4;1;4;5;4;5;2;4;5;2;4;2;5
12;6113;7;1;0;1;1;1;2;2;2;4;4;1;1;2;2;1;1;4;1;2;4;2;1;4;4;4;4;2;4;4;1;4
12;4463;3;0;0;0;1;0;2;4;5;2;4;1;4;4;1;4;2;2;1;2;1;1;4;5;4;4;4;5;2;4;2;4
01;5763;8;0;0;0;1;0;2;5;4;2;2;2;1;4;2;4;2;5;1;4;4;1;4;2;5;1;5;5;1;5;2;5
07;4550;6;1;0;0;1;0;4;2;2;2;2;1;1;5;1;4;2;4;2;4;5;4;1;4;4;4;5;2;2;2;2;2
07;4530;1;1;0;0;0;0;1;2;5;5;1;2;1;1;4;1;1;2;1;4;2;1;5;5;5;1;5;4;2;4;4;5
01;4544;5;1;0;0;1;0;2;5;5;1;5;5;4;5;3;4;3;5;5;4;1;1;5;2;2;1;3;4;4;1;4;2
09;4588;0;1;0;0;0;0;1;1;4;5;1;4;2;1;2;1;1;2;2;1;2;1;2;5;4;1;1;4;2;5;1;5
01;5070;0;1;0;0;0;0;1;1;2;5;2;5;1;1;2;1;1;4;1;2;1;1;3;5;4;1;2;5;4;5;1;5
04;6199;4;1;0;0;0;0;4;4;5;5;1;5;1;1;5;2;1;5;4;1;2;1;5;5;4;2;4;5;1;1;1;4
01;5034;7;0;0;0;1;0;2;5;5;4;4;1;1;4;4;4;4;4;1;4;4;1;4;4;4;2;5;4;1;4;1;5
12;4925;0;1;0;0;0;0;1;4;3;5;1;4;1;2;2;1;1;2;1;2;2;1;4;5;4;2;4;4;2;4;2;5
12;6114;7;1;0;0;0;0;4;4;5;4;2;2;1;2;2;2;2;4;4;2;2;2;4;4;5;2;4;4;2;2;1;2
02;4796;0;1;0;0;1;0;4;4;3;1;5;3;3;5;4;4;5;4;5;5;3;3;4;3;3;3;4;2;3;1;4;3
06;5356;2;1;0;0;1;0;2;5;2;5;2;2;2;1;2;2;2;2;2;5;4;1;5;5;2;4;5;2;2;2;5;2
07;4388;5;0;0;0;0;0;4;2;2;5;1;5;1;5;2;2;1;5;5;2;4;1;3;2;4;2;3;1;1;1;1;4
03;4916;6;1;0;0;1;0;1;2;4;4;1;2;2;2;2;2;2;4;4;4;4;1;1;4;5;1;4;4;4;4;2;5
02;4211;9;0;0;0;1;0;4;5;4;1;4;2;2;4;2;4;4;2;2;4;2;2;4;2;2;2;4;4;4;2;4;2
07;4876;7;1;0;0;1;0;4;5;4;5;1;2;1;5;1;4;1;4;2;4;1;1;5;5;5;1;4;4;2;1;2;4
08;4709;2;0;1;1;1;0;2;2;1;5;1;1;1;2;2;1;1;4;2;2;4;4;4;5;4;2;5;4;2;4;4;4
12;5534;2;0;0;0;0;0;2;2;2;4;2;2;2;2;2;2;2;4;2;4;4;4;2;5;2;2;4;3;2;4;1;4
11;4744;3;0;0;0;1;0;2;2;5;5;1;1;1;4;2;2;1;2;1;2;1;2;4;4;2;2;5;5;2;4;4;2
02;5668;7;1;0;0;0;0;2;2;4;4;4;2;2;2;4;4;4;4;2;4;2;3;3;5;4;3;5;2;2;2;1;4
08;4974;6;1;0;0;1;0;4;2;4;4;2;2;2;4;2;5;2;4;2;2;4;2;2;4;4;2;4;4;2;2;4;5
02;4765;5;1;0;0;1;0;2;5;4;2;2;4;2;4;4;2;1;4;4;2;4;2;4;2;4;2;1;2;2;2;2;2
08;5847;1;1;0;0;0;0;2;2;4;5;2;2;2;2;4;2;1;4;2;3;2;2;4;5;5;2;4;4;1;2;2;5
06;5969;3;1;0;0;0;0;4;2;4;4;2;2;1;4;4;2;2;4;2;5;2;5;3;4;4;2;2;4;1;4;2;4
03;5766;0;0;0;0;0;0;2;4;5;4;2;5;1;4;2;2;2;4;5;3;4;3;1;4;2;1;4;2;1;1;2;5
02;5362;1;0;0;0;0;0;1;1;5;5;1;2;1;1;4;1;1;2;1;2;1;2;5;5;5;1;5;5;1;5;2;5
12;5849;0;1;0;0;0;0;1;5;5;1;1;2;1;5;1;2;2;2;1;4;1;1;5;4;3;3;4;4;5;1;4;2
11;4776;2;0;0;0;1;0;1;4;1;5;2;2;1;2;4;2;1;5;4;2;5;3;5;5;3;4;4;2;2;4;1;4
08;5636;9;0;0;0;1;0;4;4;2;2;4;1;2;4;2;4;4;4;4;4;4;2;5;2;4;2;4;4;1;2;2;2
04;5962;2;0;1;1;1;0;2;2;2;5;1;2;1;2;2;2;2;4;2;4;2;3;2;4;4;2;4;4;2;2;2;4
07;4451;9;1;1;1;1;1;4;4;2;1;4;2;2;2;1;2;4;5;4;4;4;4;4;2;2;2;4;2;4;2;4;4
02;5566;6;1;0;0;1;0;4;2;1;2;2;3;2;4;1;2;4;5;2;4;4;5;1;2;5;2;3;3;2;2;2;2
01;5742;3;1;0;0;1;0;1;4;5;1;4;2;4;1;2;1;5;2;1;4;1;4;5;4;2;2;5;5;5;5;5;2
09;5148;7;1;0;0;1;1;2;4;5;4;4;2;1;4;2;2;4;5;2;4;4;5;1;5;5;2;4;2;4;1;1;4
09;4857;5;1;1;1;1;0;2;2;4;5;2;5;1;4;3;2;2;5;5;2;4;1;3;5;4;1;5;2;2;1;1;5
01;5040;1;0;0;0;1;0;1;2;5;5;1;2;2;1;2;1;1;1;1;2;1;4;5;5;4;1;4;5;2;5;4;5
12;6197;4;1;0;0;0;0;2;5;5;4;1;5;1;4;2;2;1;4;4;2;1;1;4;5;2;2;4;4;1;1;1;4
07;5111;2;1;0;0;0;0;4;5;5;5;5;2;2;4;2;2;4;4;2;4;2;2;5;5;4;2;5;2;2;4;2;4
10;5029;4;0;0;0;0;0;1;5;4;2;1;5;1;1;2;1;1;5;1;1;2;1;5;1;5;1;5;1;1;5;1;5
10;4617;1;1;0;0;0;0;1;2;4;5;1;2;1;1;4;1;1;4;2;2;1;2;4;5;4;1;4;4;1;2;1;5
08;4188;6;1;0;0;1;0;2;4;5;5;4;4;1;4;2;4;2;4;2;5;4;4;2;5;4;2;4;4;2;4;2;4
02;4323;1;1;0;0;1;0;1;2;4;4;1;2;1;1;2;1;1;2;1;2;2;2;4;5;4;1;4;5;2;5;4;5
08;5629;5;1;0;0;0;0;5;4;4;2;4;2;1;4;1;4;2;4;4;2;4;4;4;2;2;2;5;2;2;1;1;4
09;5294;6;0;0;0;0;0;2;2;2;5;4;3;1;4;5;2;2;4;2;2;4;4;1;5;5;4;2;2;1;3;2;5
10;6166;4;1;0;0;0;0;2;2;5;5;2;5;1;2;4;2;1;4;2;1;2;1;2;5;4;4;4;4;2;2;1;4
03;5274;7;1;1;1;1;0;2;4;2;4;2;4;2;2;2;2;1;4;2;2;2;2;1;4;2;2;5;1;4;2;2;2
10;5202;7;1;0;0;1;0;2;4;2;4;2;2;1;4;4;2;2;4;2;4;4;2;3;4;4;2;3;2;2;2;2;4
11;5451;0;0;0;0;1;0;1;3;5;4;1;4;1;1;4;1;1;4;1;1;2;1;4;5;5;1;4;5;1;2;1;4
07;4501;0;1;0;0;1;0;1;5;5;4;1;1;1;2;4;1;2;2;1;4;1;1;5;5;2;1;5;5;5;2;5;4
02;5800;7;1;0;0;0;0;1;5;5;4;2;2;1;4;2;4;4;5;2;5;4;2;4;4;5;1;2;2;2;2;1;2
08;4428;3;1;0;0;1;0;2;1;4;2;1;4;2;5;2;2;1;2;4;1;1;1;5;5;2;2;5;5;2;4;2;2
02;4231;9;0;0;0;1;0;4;4;4;4;2;2;2;4;2;4;4;4;2;4;5;1;4;4;5;2;4;4;2;2;2;2
08;4194;0;1;0;0;0;0;1;5;2;5;1;5;1;4;1;1;1;4;5;1;2;1;2;5;2;2;4;5;1;1;2;2
10;4165;1;1;0;0;0;0;2;2;5;5;1;4;1;1;4;1;1;4;2;2;2;4;5;5;4;1;3;4;2;4;2;5
12;4716;0;1;0;0;0;0;1;1;5;5;1;5;1;1;4;1;1;4;1;1;2;2;5;5;5;1;4;5;2;5;2;5
11;4999;1;0;0;0;1;0;1;4;5;5;2;2;1;1;1;1;2;2;1;2;1;4;5;5;2;4;5;5;4;5;4;2
01;4723;0;1;0;0;0;0;2;5;2;4;2;2;2;2;2;1;2;5;4;2;5;4;4;5;4;2;5;2;2;2;2;2
07;5463;0;1;0;0;1;0;1;3;4;5;1;5;1;1;2;1;1;3;1;1;2;4;4;5;2;1;3;2;1;3;1;3
02;5509;6;0;0;0;1;0;2;2;1;5;4;2;1;2;1;5;2;4;4;4;2;1;1;5;5;4;5;2;1;4;1;4
01;4208;1;1;0;0;1;0;1;4;5;5;1;4;1;1;2;1;1;2;1;1;1;2;4;5;4;1;4;5;2;5;4;4
03;5647;4;1;0;0;0;0;5;4;5;5;2;5;1;1;4;2;1;5;5;1;2;1;2;5;2;2;4;4;1;1;1;4
03;5626;2;0;0;0;0;0;2;2;2;5;1;2;1;2;4;1;1;4;2;2;4;4;4;5;4;2;4;2;4;2;4;2
09;5234;5;1;1;0;0;1;2;5;4;5;4;4;1;4;2;2;4;4;4;2;4;4;1;5;5;2;4;2;1;1;2;5
12;4548;5;1;0;0;0;0;4;5;5;5;1;5;1;2;5;4;1;5;1;2;2;1;1;4;2;1;5;5;1;1;1;5
01;4941;7;0;0;0;1;1;2;4;4;4;2;2;2;2;1;2;2;2;1;2;2;2;4;4;4;2;2;4;1;5;2;4
09;4940;5;1;0;0;0;0;4;5;2;4;1;4;1;2;4;2;2;5;4;4;4;4;5;5;2;1;5;2;2;1;1;5
10;4575;4;1;0;0;1;0;1;2;5;3;1;5;1;1;1;1;1;4;3;2;2;1;1;5;2;1;3;3;1;1;1;5
09;4296;6;1;0;0;0;0;2;2;4;5;1;2;1;2;2;1;1;5;5;2;5;4;1;4;4;4;4;1;1;1;2;4
10;4226;0;1;0;0;0;0;2;2;4;4;2;4;2;1;2;1;1;2;2;1;2;1;2;5;2;1;2;4;1;4;2;4
01;4932;0;0;0;0;1;0;4;4;4;2;4;5;2;4;4;2;1;4;5;2;2;1;4;4;4;2;4;2;1;1;2;2
03;5642;1;1;0;0;1;0;1;2;5;5;1;1;1;1;2;1;1;4;1;2;1;1;5;5;2;1;5;5;4;5;2;5
04;4684;9;0;0;0;1;0;4;5;4;2;4;1;2;2;2;4;5;5;2;4;5;3;3;2;4;3;4;4;2;4;2;2
12;5166;0;0;0;0;0;0;2;5;5;1;2;4;1;4;1;4;4;2;2;4;1;1;5;4;4;2;5;4;5;4;4;2
08;4581;3;0;0;0;1;0;2;2;5;4;1;2;1;2;3;3;1;5;1;1;2;2;4;4;4;2;3;4;2;4;1;4
02;4243;7;1;0;0;1;1;2;4;4;2;4;2;2;4;2;2;2;4;2;2;4;2;2;4;2;2;4;2;4;2;2;2
02;5117;9;1;0;0;1;0;5;5;1;2;5;2;2;5;2;2;5;4;4;5;4;4;5;2;4;1;4;2;4;1;4;2
07;4212;1;0;1;1;1;1;1;2;5;4;1;3;1;1;4;1;1;2;1;3;2;3;4;4;2;1;4;5;2;4;2;5
02;5086;3;1;0;0;1;0;1;4;5;4;4;2;1;2;2;2;2;4;1;4;2;2;4;5;5;2;4;5;2;4;4;2
02;4779;0;1;0;0;1;0;4;5;5;1;3;3;1;5;3;2;4;4;1;4;1;1;5;2;3;1;2;2;5;2;3;1
02;4192;3;0;0;0;0;0;2;4;4;4;2;2;2;2;2;2;2;4;2;2;2;2;4;4;4;2;4;4;2;4;4;5
07;4623;9;1;0;0;1;0;4;4;4;1;2;2;1;5;4;4;5;4;2;5;4;2;5;1;5;1;5;2;4;1;4;1
08;4631;9;1;1;1;0;1;4;4;2;2;4;2;1;4;2;2;4;5;4;4;4;4;2;2;2;2;4;2;2;2;2;2
01;4216;5;0;0;0;1;0;4;2;2;5;1;5;1;4;1;2;1;5;5;4;4;2;1;4;2;2;5;2;2;1;4;4
01;5156;9;0;0;0;1;0;4;2;2;1;4;2;1;4;2;4;5;4;2;4;4;3;2;2;4;2;5;2;4;4;4;4
11;5081;6;0;0;0;1;1;2;4;2;4;2;1;1;4;2;2;2;4;2;4;5;2;2;4;4;4;2;4;2;2;1;4
01;5198;5;1;0;0;1;0;4;4;2;4;2;4;1;4;2;4;2;4;4;4;2;4;3;4;4;2;4;2;3;1;2;5
12;4146;5;1;0;0;1;0;5;4;5;1;5;4;2;4;4;4;2;4;4;4;5;1;5;4;4;4;5;2;2;2;1;2
12;4988;4;1;0;0;0;0;1;5;4;5;2;5;1;2;2;1;1;2;4;2;1;1;5;5;4;4;2;4;2;2;1;5
09;5598;1;0;0;0;1;0;1;2;5;5;1;2;1;1;4;1;1;4;1;2;1;1;5;5;4;2;4;5;2;5;1;5
08;4514;4;1;0;0;0;0;2;5;5;4;2;5;1;2;5;1;1;4;4;2;1;1;5;4;4;2;5;5;4;1;1;4
12;5199;7;1;1;1;0;1;2;4;4;4;4;2;1;2;2;4;4;5;2;2;2;4;2;4;4;2;4;4;1;2;1;4
04;5005;7;1;0;0;1;0;2;4;2;2;4;4;1;4;2;2;1;4;2;2;4;4;2;4;4;4;4;2;4;2;2;4
01;4469;1;1;0;0;1;0;1;2;5;5;1;3;1;1;2;1;1;4;1;4;1;4;5;5;4;2;5;5;1;5;5;5
02;4247;3;1;0;0;1;0;4;2;5;4;4;2;4;4;4;4;1;4;1;4;4;4;2;5;4;4;5;5;2;5;2;2
07;4394;6;0;0;0;0;0;2;2;2;4;2;2;2;2;2;2;4;4;2;4;4;1;2;4;4;2;4;4;1;4;2;4
04;4493;6;1;0;0;1;0;2;2;3;4;2;4;1;4;4;2;3;4;2;4;3;3;1;4;4;2;3;3;3;4;2;4
02;5607;2;0;0;0;0;0;2;2;1;5;1;4;1;2;1;2;1;4;2;3;2;3;2;5;2;1;4;4;1;2;2;5
13;4782;5;1;0;0;0;0;2;5;4;5;1;4;1;4;4;2;2;5;5;5;4;4;5;4;5;2;5;1;2;1;2;4
10;4695;1;1;0;0;0;0;1;5;1;5;1;2;1;5;1;2;1;4;4;1;4;1;5;5;4;1;5;2;4;2;1;5
08;5759;5;1;0;0;1;0;1;5;5;5;1;1;1;5;5;1;2;5;5;5;5;5;3;5;5;1;3;1;1;1;1;5
12;4357;1;1;0;0;0;0;1;2;5;5;1;2;1;4;5;1;1;4;1;1;2;2;5;5;5;1;5;1;1;2;1;4
12;5275;4;1;0;0;1;0;2;2;4;4;2;5;2;4;4;4;1;4;5;4;2;4;2;4;4;2;3;1;2;2;2;4
13;5586;3;0;0;0;1;0;1;4;5;4;1;1;1;2;4;2;2;5;1;2;4;2;1;5;5;2;5;5;2;4;1;4
01;4838;0;0;0;0;0;0;2;4;2;2;1;5;1;1;4;2;1;5;5;2;2;1;1;5;2;1;4;1;1;1;1;4
11;4182;6;1;0;0;1;0;1;2;2;5;1;5;1;4;1;2;2;5;4;4;4;4;1;4;5;2;5;5;1;4;1;5
07;4624;1;0;0;0;1;0;1;2;5;5;1;2;1;1;4;1;1;2;1;2;2;1;5;5;2;1;5;4;2;5;1;5
04;5839;5;1;0;0;1;0;2;4;4;3;3;4;1;5;3;2;2;4;3;2;4;1;3;2;2;2;4;3;2;2;1;2
02;4569;1;0;0;0;1;0;1;5;5;5;1;1;1;1;5;1;1;5;1;4;4;1;1;5;5;2;5;5;1;5;4;5
03;5121;5;0;0;0;1;0;4;4;5;2;2;5;1;4;2;4;1;5;5;2;4;2;2;4;4;2;4;2;4;1;1;4
10;5787;9;0;0;1;1;0;5;5;1;1;5;2;1;5;1;5;5;4;4;4;4;3;2;2;4;1;4;1;2;1;1;1
06;4785;6;1;0;0;1;0;2;2;2;1;2;2;1;5;5;2;2;2;2;4;4;4;1;4;4;2;5;4;2;2;4;4
04;5835;8;1;0;0;0;0;4;1;3;2;4;2;1;5;3;4;5;4;3;2;3;5;4;5;1;1;5;4;1;3;5;5
11;5297;7;0;0;0;0;0;2;5;1;2;4;2;1;4;1;4;1;5;2;2;5;1;1;5;1;2;1;1;3;2;1;1
11;5174;1;0;0;0;1;0;1;1;5;5;1;4;2;1;4;1;1;2;1;2;2;1;4;5;2;2;5;5;1;4;2;5
01;5858;4;1;0;0;1;0;1;4;5;5;1;5;1;1;4;1;1;4;3;2;1;1;4;5;3;1;3;1;1;1;1;5
08;5562;7;0;0;1;1;0;2;4;4;4;4;2;1;2;1;2;1;4;1;4;5;1;5;4;4;4;5;5;1;4;1;2
02;5501;7;1;0;0;0;0;4;4;4;4;4;2;1;2;4;4;2;2;2;4;4;2;4;4;2;2;4;4;1;2;1;4
08;5146;3;1;0;0;0;0;2;4;5;2;4;2;2;1;4;2;4;4;1;4;1;4;5;5;4;2;4;5;5;4;4;2
07;4646;9;0;0;0;1;1;4;4;2;1;5;1;2;4;1;5;4;4;2;2;4;4;1;1;5;2;5;4;5;4;2;1
02;5341;3;0;0;0;1;0;2;1;5;2;4;1;2;4;4;4;2;5;1;4;4;1;4;4;4;4;5;5;2;5;2;2
09;6032;2;1;0;0;1;0;2;2;4;5;2;1;2;2;4;2;2;2;2;2;2;4;5;4;4;4;3;2;2;4;2;2
07;4334;1;0;0;0;1;0;2;2;5;5;1;2;1;1;2;2;1;5;2;4;2;1;5;5;4;2;4;4;4;4;2;5
02;5555;1;0;0;0;1;0;2;2;5;4;2;2;1;1;2;1;1;4;2;2;2;1;4;5;2;2;3;5;2;5;2;5
09;6031;2;1;0;0;0;0;2;1;1;4;2;1;1;2;4;2;1;4;4;2;4;4;2;5;4;4;4;4;1;2;1;4
01;4244;9;0;0;0;1;0;4;4;4;2;4;2;2;4;2;4;4;4;2;4;2;3;4;2;4;2;4;4;2;2;4;2
12;6196;3;0;0;0;1;0;2;2;5;4;1;4;2;2;2;1;1;4;4;2;2;1;5;5;4;2;2;4;1;1;1;5
01;5795;0;0;0;0;1;0;2;5;3;2;1;5;1;5;1;2;1;4;5;1;2;1;5;4;4;1;5;2;1;1;4;4
02;5885;6;1;0;0;0;0;2;2;4;4;4;2;1;4;2;4;4;2;2;4;4;2;1;2;5;2;5;2;1;2;1;5
07;5158;7;1;0;0;1;0;4;2;4;4;4;1;1;4;2;4;1;4;2;2;4;3;4;4;2;2;1;4;2;4;1;2
07;4156;6;0;0;0;1;0;4;2;2;2;4;4;1;4;4;4;2;2;4;2;4;1;1;5;5;4;4;4;2;2;1;5
13;5252;3;1;0;0;1;0;2;2;5;4;2;2;1;2;2;2;4;4;1;4;1;2;4;5;4;2;4;4;2;4;2;4
09;4456;1;1;0;0;0;0;4;2;4;5;2;4;1;4;4;2;1;4;4;2;4;1;4;5;1;2;4;2;1;2;1;4
02;5561;8;1;0;0;0;0;4;5;4;1;3;1;1;2;2;4;2;4;1;4;2;4;4;4;4;3;4;4;4;5;2;2
10;5210;7;0;0;0;1;0;4;5;4;1;5;2;1;5;1;5;1;5;1;1;2;1;2;4;4;2;5;2;2;2;1;1
09;4910;6;1;0;0;0;0;2;2;4;2;2;2;2;4;2;2;2;4;4;4;4;2;2;4;4;2;4;2;2;2;2;4
04;5263;8;1;0;0;1;0;2;5;2;2;2;2;2;2;2;5;5;5;1;5;3;1;4;4;4;1;5;1;1;5;5;1
02;4739;2;1;0;0;0;0;2;2;1;5;1;2;1;2;4;1;1;5;2;4;2;2;2;5;5;2;4;2;4;2;2;4
02;5558;4;1;0;0;1;0;2;2;5;4;2;5;1;1;4;1;1;2;1;1;1;1;1;5;2;2;5;1;2;2;4;2
09;6033;6;1;0;0;0;0;2;2;3;5;2;2;2;4;2;1;3;4;3;2;2;2;2;5;4;1;3;4;1;4;1;4
09;5523;0;1;0;0;1;0;2;5;4;2;1;1;2;2;2;2;1;2;2;4;2;2;4;2;2;2;5;2;4;2;1;2
09;5230;5;0;0;0;0;0;2;4;4;5;1;4;1;2;2;1;2;5;5;4;2;4;2;5;4;2;5;4;2;1;1;4
09;6027;5;1;0;1;1;0;2;4;4;4;4;4;1;4;2;4;2;5;4;5;4;2;4;4;4;2;4;2;1;2;1;5
03;5378;7;0;0;0;1;0;2;4;5;5;1;2;1;2;2;2;2;4;2;2;2;2;4;5;2;2;2;4;1;3;1;2
13;4448;7;0;0;1;1;0;4;4;4;4;2;4;1;2;2;4;2;4;4;2;4;2;2;5;5;2;4;2;2;4;1;2
10;5458;5;1;0;0;0;0;2;5;4;5;4;4;1;5;4;5;2;4;5;4;4;1;2;5;4;2;4;1;1;1;1;4
09;4427;0;1;0;0;0;0;1;5;4;5;1;5;1;5;5;1;5;5;5;1;1;5;5;5;2;1;1;1;1;1;1;1
04;4886;6;0;0;0;0;0;1;2;4;4;1;2;1;4;1;2;1;5;4;4;4;2;1;4;4;4;4;5;1;1;1;5
08;5797;7;0;0;0;0;0;4;4;4;4;2;2;1;4;2;4;2;5;2;2;4;2;4;4;4;2;2;2;1;2;1;2
02;5262;7;1;0;0;1;0;4;4;1;2;5;2;1;4;4;4;1;4;2;2;4;2;2;4;2;2;4;2;1;2;2;2
07;5732;4;0;0;0;1;0;1;2;5;4;1;5;1;1;4;1;1;3;1;2;2;3;3;5;4;1;3;4;1;3;2;4
11;5316;5;0;0;0;1;0;4;2;1;2;4;5;2;4;2;4;1;5;4;2;4;1;4;4;4;2;4;4;1;2;1;2
11;5760;3;0;0;0;1;0;2;2;5;2;2;2;2;4;4;1;1;4;2;4;4;1;5;5;4;1;4;4;2;5;1;4
12;5785;5;0;0;0;0;0;3;4;4;2;1;4;1;2;3;4;2;5;4;4;4;1;4;5;4;2;4;2;1;1;1;4
10;5172;9;0;0;0;1;0;4;4;2;2;2;2;1;5;2;4;4;4;2;4;4;2;5;2;4;2;4;2;1;2;1;2
12;4915;8;1;0;0;0;0;4;5;4;4;2;1;1;1;2;4;1;4;1;2;4;4;4;4;5;1;4;2;2;5;1;4
02;4517;0;1;0;0;1;0;1;2;5;3;1;5;1;1;5;1;1;4;1;1;2;1;5;5;4;1;4;3;2;4;2;3
13;4412;0;1;0;0;1;0;4;5;4;1;4;5;1;5;1;5;5;2;4;4;1;1;5;1;2;5;2;1;5;1;4;2
13;5218;7;1;0;0;1;0;2;4;4;2;2;2;1;4;2;2;2;4;2;2;2;2;2;5;4;2;4;2;2;4;1;4
